company_name,phone_number,city,category,subcategory,description,detail_url
Mazad USA,966-56-5660507,Riaydh,Cars,Car agencies,"America's auction platform is 
, an electronic broker platform authenticated by the well-known system of the Ministry of Commerce
We ​​facilitate the process of buying and importing cars from Americ...",https://www.findsaudi.com/en/CatView/278/6890/Mazad_USA.aspx
onecar,966-5-8437773,Riaydh,Cars,Car agencies,"Marketing everything related to cars, buying, selling and displaying them",https://www.findsaudi.com/en/CatView/278/6863/onecar.aspx
SellAnyCar,966-92-029838,Jadda,Cars,Car agencies,"SellAnyCar is the most reliable platform to sell used cars in the Kingdom of Saudi Arabia.
It is the most suitable platform to sell used vehicles for every car seller, whether they have any previous ...",https://www.findsaudi.com/en/CatView/278/6149/SellAnyCar.aspx
Audi Riyadh,966-92-00565,Riaydh,Cars,Car agencies,"""""""Audi Volkswagen Middle East FZE was established as fully owned subsidiary of AUDI AG in 2005. The regional office based in Dubai oversees the markets in the GCC, the Levant as well as Yemen and Ira...",https://www.findsaudi.com/en/CatView/278/5465/Audi_Riyadh.aspx
Goodcars,966-55-6001862,Riaydh,Cars,Car agencies,GOOD RIDE MOTORS COMPANY IS THE EXCLUSIVE AGENT OF VICTORY AUTO IN SAUDI ARABIA. IT WAS ESTABLISHED IN 1436 BY ACTIVELY SELLING CARS AND SPARE PARTS. IT WAS CONTRACTED TO PROVIDE SALE OF AUTOMOTIVE SE...,https://www.findsaudi.com/en/CatView/278/4115/Goodcars.aspx
GCC Lexus LX570 2015 For Sale,966-5-505578578,Riaydh,Cars,Car agencies,"I would like to sell my GCC Lexus LX570 2015 SUV Car which is in good condition with no accident or any problem.

Vehicle Details
2015 Lexus LX 570 Car
Kilometer: 24677 KM
Body Style: SUV
Exteri...",https://www.findsaudi.com/en/CatView/278/4397/GCC_Lexus_LX570_2015_For_Sale.aspx
Jaguar MENA,966-8-1190190,Jadda,Cars,Car agencies,"THE ART OF PERFORMANCE
Life. It’s not about figures. It’s about feelings. The moments that feed your soul. The occasions that take your breath away. The instances that leave you speechless. These are...",https://www.findsaudi.com/en/CatView/278/4149/Jaguar_MENA.aspx
Land Rover MENA,966-8-8971431,Al Khobar,Cars,Car agencies,السيارة هي لاند روڤر. قوية وجريئة، ستغير التاريخ، وتسود جميع أنواع التضاريس وتأسر قلوب الجميع حول العالم عقود من الابتكار تحملنا للتميز والتفوق. لقد أبحرنا إلى أراضٍ غير مستكشفة مع فهم راسخ لأين بدأنا...,https://www.findsaudi.com/en/CatView/278/4138/Land_Rover_MENA.aspx
Western Auto Company LTD,966-11-2572239,Riaydh,Cars,Car agencies,"Western Auto Co ,a part of Western Group, which is part of a major conglomerate ETA ASCON group of U.A.E. ETA- KSA Division in Kingdom has strong presence and is in operations for more than 30 Years n...",https://www.findsaudi.com/en/CatView/278/3262/Western_Auto_Company_LTD.aspx
Asbsr Al-Khaleej Trading,966-11-4452968,Riaydh,Cars,Car agencies,"Asbsr Al-Khaleej Trading the authorized master distributer of 3M window films, paint protaction films & car care products.",https://www.findsaudi.com/en/CatView/278/2713/Asbsr_Al_Khaleej_Trading.aspx
Juffali Automotive Co. (JACO),966-11-2093120,Riaydh,Cars,Car agencies,"Juffali Automotive Co. (JACO) has been the sole agent for Mercedes-Benz in the Kingdom of Saudi Arabia for over half a century. Over the years, JACO's name has become synonimous with quality customer ...",https://www.findsaudi.com/en/CatView/278/1671/Juffali_Automotive_Co_JACO_.aspx
Harley-Davidson®Riyadh,966-11-4554499,Riaydh,Cars,Car agencies,"Harley-Davidson®Riyadh:


Since 22.04.2004 becoming an official Harley-Davidson dealer, we have met a lot of devotees to the Milwaukee legend. We have listened and learnt a lot from ""that contact.""...",https://www.findsaudi.com/en/CatView/278/1680/Harley_Davidson_Riyadh.aspx
Mohamed Yousuf Naghi Motors,966-12-6603391,Jadda,Cars,Car agencies,"Mohamed Yousuf Naghi Motors' is a well-reputed name in business, having started its Automotive-trading arm in 1989. Since then, Mohammed Yousuf Naghi Motors is continuously expanding in the field of A...",https://www.findsaudi.com/en/CatView/278/1679/Mohamed_Yousuf_Naghi_Motors.aspx
Abdullah Hashim Co. Ltd. - Honda,966-11-4454646,Riaydh,Cars,Car agencies,"For more than half a century, and Abdullah Hashim Company Ltd. works closely with Honda Motors Co., Ltd. of Japan. Besvtba and the exclusive agent for all Honda products in Saudi Arabia and through cl...",https://www.findsaudi.com/en/CatView/278/1678/Abdullah_Hashim_Co_Ltd_Honda.aspx
ALJ United Leasing Co.,966-12-6930000,Jadda,Cars,Car agencies,"ALJ United Leasing Co., Ltd. (United Company for sale in installments previously) is a subsidiary of Abdul Latif Jameel, was founded in 1979 to provide the needs of the company's customers from Toyota...",https://www.findsaudi.com/en/CatView/278/1677/ALJ_United_Leasing_Co_.aspx
Safari Motors,966-11-2315577,Riaydh,Cars,Car agencies,"Safari Motors :
Safari Group is one of Saudi Arabia’s major leading companies in the field of facility management, construction, trading and investment. The group started its activities in the year 1...",https://www.findsaudi.com/en/CatView/278/1676/Safari_Motors.aspx
Al Yemni Group,966-11-2300000,Riaydh,Cars,Car agencies,Al Yemni Group started it's business in the early seventies by Sheik Said A. Al Yemni. His passion for cars made him start with the automotive field of business. The beginning started with Al Yemni Ca...,https://www.findsaudi.com/en/CatView/278/1674/Al_Yemni_Group.aspx
Alhamrani United Company (AUC),966-12-6696690,Jadda,Cars,Car agencies,"The Alhamrani United Company (AUC) exclusive agent for Nissan, Saudi Arabia, as it is also the main distributor in the western region in Saudi Arabia. The company Hamrani Trading & Import (ATI) are th...",https://www.findsaudi.com/en/CatView/278/1673/Alhamrani_United_Company_AUC_.aspx
Albayan Auto,966-11-2090105,Riaydh,Cars,Car agencies,"Albayan Auto :
Company has started the new statement of the cars its first steps in 1411 AH in the import cars from the United States and the company is engaged in the field of used car sales and ser...",https://www.findsaudi.com/en/CatView/278/1669/Albayan_Auto.aspx
TOYOTA,966-11-8000024444,Riaydh,Cars,Car agencies,"Toyota is the largest car producer in the world with a production of 8.5 million cars a year deployed in more than 160 countries, thus achieving an annual income of 108 billion dollars in annual sales...",https://www.findsaudi.com/en/CatView/278/1667/TOYOTA.aspx
"SAMACO Automotive (Audi, Volkswagen, Porsche)",966-12-6832000,Jadda,Cars,Car agencies,"SAMACO Automotive is the sole agent of Audi, Volkswagen and Porsche cars in Saudi Arabia. We provide a full range of services incorporating sales of new and pre-owned cars and commercial vehicles, lea...",https://www.findsaudi.com/en/CatView/278/1668/SAMACO_Automotive_Audi_Volkswagen_Porsche_.aspx
Al Jazirah Vehicles,966-11-491228,Riaydh,Cars,Car agencies,"Al Jazirah started selling Ford Vehicles in November 1987.
With Showrooms in each of the major provinces, Al-Jazirah is the sole distributor of Ford and Lincoln throughout Saudi Arabia.

Al-Jazirah...",https://www.findsaudi.com/en/CatView/278/1666/Al_Jazirah_Vehicles.aspx
Wallan Establishment,966-11-4910808,Riaydh,Cars,Car agencies,"Wallan Establishment was founded in 1975 as the sole proprietorship, and started its transport operation with fleet of trucks and tankers supplying water and fuel to various construction companies und...",https://www.findsaudi.com/en/CatView/278/1661/Wallan_Establishment.aspx
Alo Car,966-11-2113555,Riaydh,Cars,Car agencies,"Alo Car specialize in the sale and purchase of the finest supercars in the world, the latest luxury cars and an impressive array of performance and used cars for sale Prestige. Founded more than 25 ye...",https://www.findsaudi.com/en/CatView/278/1660/Alo_Car.aspx
Al Ghassan Motors-Bentley,966-11-2173838,Riaydh,Cars,Car agencies,Al Ghassan Motors was formed in 1992 in Jeddah and began by specializing in all makes of higher end sports and luxury vehicles. The company soon gained a reputation for expertise in this sector of the...,https://www.findsaudi.com/en/CatView/278/1623/Al_Ghassan_Motors_Bentley.aspx
Alissa Auto,966-11-2755000,Riaydh,Cars,Car agencies,"Alissa Auto:
Alissa Auto was established by the late Sheikh Abdullatif Alissa and his entrepreneurial spirit to import and sell automobiles to Aramco in the 1950’s. He had a vision that one day Riyad...",https://www.findsaudi.com/en/CatView/278/1622/Alissa_Auto.aspx
Haji Husein Alireza & Co. Ltd.,966-12-6049444,Jadda,Cars,Car agencies,"Haji Husein Alireza & Co. Ltd. today represents world's leading automobile and truck manufacturers: Aston Martin, Mazda, Peugeot, Geely, Geely Emgrand, Maxus, Yuejin and MAN Trucks. HHA is the exclusi...",https://www.findsaudi.com/en/CatView/278/1620/Haji_Husein_Alireza_Co_Ltd_.aspx
United Motors Co- Chrysler,966-11-2332222,Riaydh,Cars,Car agencies,"United Motors Co. established in 1999 as merger of United Arab Motors Company and Al-Essayi Trading Corp. To form United Motors Co., the sole distributor for Chrysler, Dodge, Jeep, Ram and Mopar produ...",https://www.findsaudi.com/en/CatView/278/1621/United_Motors_Co_Chrysler.aspx
Al-Jedaie Commercial Group,966-11-4652000,Riaydh,Cars,Car agencies,A joint venture between Al-Jedaie Commercial Group and JAC Motors took place in September 2007 and this marked a beginning of Al-Jedaie Motors Company the exclusive agent in Saudi Arabia to deal for J...,https://www.findsaudi.com/en/CatView/278/1619/Al_Jedaie_Commercial_Group.aspx
Aljabr - KIA Motors,966-13-8301592,Dammam,Cars,Car agencies,"Aljabr - KIA Motors :
The history of Al Jabr Group dates back to 1952 when the sons of Sheikh Hamed Mohammad Al Jabr began their journey into the world of commerce with the establishment of a small c...",https://www.findsaudi.com/en/CatView/278/1609/Aljabr_KIA_Motors.aspx
Gulf Advantage Automobiles- Renault,966-11-4790550,Riaydh,Cars,Car agencies,"Gulf Advantage Automobiles:
Renault is the fastest growing automotive brand in the GCC region clocking more than 250% growth, ranks one among the top ten brands and the number 1 amongst all European ...",https://www.findsaudi.com/en/CatView/278/1608/Gulf_Advantage_Automobiles_Renault.aspx
Jatt service,966-499-54565499,Riaydh,Cars,Cars Rental,"Jattservice.com offers comprehensive vehicle towing and transport services in Riyadh, Saudi Arabia. They specialize in various towing solutions including standard, hydraulic, and full-down flatbed tow...",https://www.findsaudi.com/en/CatView/280/28751/Jatt_service.aspx
Empire Madinah Transport,966-5-80772341,Jadda,Cars,Cars Rental,"We are the best Jeddah Transportation Service Company with seamless and reliable transportation solutions in Jeddah, Saudi Arabia. With a focus on efficiency and customer satisfaction, we provide a wi...",https://www.findsaudi.com/en/CatView/280/28531/Empire_Madinah_Transport.aspx
Umrah Taxi Service,966-59-6704817,Macca,Cars,Cars Rental,"Are you planning for Umrah pilgrimage and need reliable and comfortable transportation services in Saudi Arabia? Umrah Taxi Service is your answer. Our fleet of vehicles, including Camry, Hiace, GMC-2...",https://www.findsaudi.com/en/CatView/280/28244/Umrah_Taxi_Service.aspx
Easydrive Car rental Company (Autorent),966-56-5755605,Jadda,Cars,Cars Rental,"Easydrive Car Rental Company (Autorent) is a leading car rental and leasing company in the Kingdom of Saudi Arabia (KSA), having offices in Dubai, UAE, KSA, Oman, and Qatar.
Autorent is a part of the...",https://www.findsaudi.com/en/CatView/280/27762/Easydrive_Car_rental_Company_Autorent_.aspx
saudisuvrentals,966-11-8128181,Riaydh,Cars,Cars Rental,"Saudi SUV Rentals is best Luxury Car Rental Company in Riyadh, Saudi Arabia. We offer luxurious and VIP Limos, Sedans, SUVs on rent with chauffeur services so that you enjoy your journey comfortably a...",https://www.findsaudi.com/en/CatView/280/27720/saudisuvrentals.aspx
